# tool: stig_patch_cycle_analyzer.py,,,,,,,,,,,,,
# version: 1.0.0,,,,,,,,,,,,,
# run_ts_utc: 2026-01-21T23:31:33+00:00Z,,,,,,,,,,,,,
# run_id: 20260121_163133,,,,,,,,,,,,,
STIG_NAME,STIG_ID,FILE_NAME,FULL_PATH,STIG_VERSION,STIG_REVISION,BENCHMARK_DATE,VULN_ID,RULE_ID,LEGACY_IDS,CCI_REFS,SEVERITY,WEIGHT,RULE_TITLE
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279082,SV-279082R1171310_RULE,NONE,'CCI-002385',MEDIUM,4,ColdFusion must limit the maximum number of ColdFusion Component (CFC) function requests.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279083,SV-279083R1171449_RULE,NONE,"'CCI-002385', 'CCI-000197'",MEDIUM,4,ColdFusion must configure Data Sources to limit SQL command and configure timeout.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279084,SV-279084R1171578_RULE,NONE,'CCI-002385',MEDIUM,4,ColdFusion must not store user information in the server registry.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279085,SV-279085R1171029_RULE,NONE,'CCI-002385',MEDIUM,4,ColdFusion must limit the in-memory size of the virtual file system.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279086,SV-279086R1171032_RULE,NONE,'CCI-002385',MEDIUM,4,ColdFusion must limit the default maximum thread count for parallel functions.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279087,SV-279087R1171035_RULE,NONE,'CCI-002385',MEDIUM,4,ColdFusion must limit the maximum post data size.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279088,SV-279088R1171038_RULE,NONE,'CCI-002385',MEDIUM,4,ColdFusion must limit the request throttle memory.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279089,SV-279089R1171580_RULE,NONE,"'CCI-002385', 'CCI-000366'",MEDIUM,4,ColdFusion must set an organization defined maximum number of cached templates.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279090,SV-279090R1171582_RULE,NONE,'CCI-002385',MEDIUM,4,ColdFusion must set an organization defined maximum JVM heap size.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279091,SV-279091R1171452_RULE,NONE,'CCI-002385',MEDIUM,4,ColdFusion must set a nonzero timeout for web services.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279092,SV-279092R1171584_RULE,NONE,'CCI-002418',HIGH,10,JVM Arguments must be configured for Transport Layer Security (TLS) 1.2 or higher.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279093,SV-279093R1171053_RULE,NONE,'CCI-002418',HIGH,10,ColdFusion must configure Lightweight Directory Access Protocol (LDAP) for Transport Layer Security (TLS).
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279094,SV-279094R1171587_RULE,NONE,"'CCI-002418', 'CCI-000068', 'CCI-000803'",HIGH,10,ColdFusion must remove all export ciphers to protect the confidentiality and integrity of transmitted information.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279095,SV-279095R1171617_RULE,NONE,'CCI-002421',HIGH,10,JVM arguments must be configured to use approved cryptographic mechanisms to protect data in transit.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279096,SV-279096R1171589_RULE,NONE,'CCI-002421',MEDIUM,4,ColdFusion must encrypt patch retrieval.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279097,SV-279097R1171591_RULE,NONE,'CCI-002421',MEDIUM,4,ColdFusion must ensure that ColdFusion Package Manager (cfpm) packages are transmitted using encrypted protocols.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279098,SV-279098R1172830_RULE,NONE,'CCI-002422',MEDIUM,4,The ColdFusion administrator must be using HTTPS to maintain the confidentiality and integrity of information during reception.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279099,SV-279099R1172837_RULE,NONE,'CCI-002617',MEDIUM,4,ColdFusion Backup Directory must be deleted.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279100,SV-279100R1171595_RULE,NONE,'CCI-002605',MEDIUM,4,ColdFusion must be set to automatically check for updates.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279101,SV-279101R1171077_RULE,NONE,'CCI-002605',MEDIUM,4,ColdFusion must have notifications enabled when a server update is available.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279102,SV-279102R1171420_RULE,NONE,'CCI-000366',MEDIUM,4,Installed versions of ColdFusion must be supported by the vendor.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279103,SV-279103R1171485_RULE,NONE,'CCI-000366',MEDIUM,4,ColdFusion must execute as a nonprivileged user.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279104,SV-279104R1171486_RULE,NONE,'CCI-000366',MEDIUM,4,The ColdFusion Root Administrator account must have a unique username.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279105,SV-279105R1171428_RULE,NONE,'CCI-000366',MEDIUM,4,ColdFusion must protect newly created objects.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279106,SV-279106R1171597_RULE,NONE,"'CCI-000366', 'CCI-000381', 'CCI-002418', 'CCI-002420'",MEDIUM,4,ColdFusion must be configured to set the cookie settings.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279107,SV-279107R1171430_RULE,NONE,"'CCI-000366', 'CCI-000381'",MEDIUM,4,ColdFusion must be configured to enable Cross-Origin Resource Sharing (CORS) to allow mobile applications to access resources from different origins securely.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279108,SV-279108R1171098_RULE,NONE,'CCI-000366',MEDIUM,4,ColdFusion must be configured to set the HTTPOnly attribute on session cookies to prevent client-side scripts from accessing the cookies.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279109,SV-279109R1171101_RULE,NONE,'CCI-000366',MEDIUM,4,ColdFusion must be configured to set the Secure attribute on session cookies to ensure that cookies are only transmitted over secure HTTPS connections.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279110,SV-279110R1171432_RULE,NONE,'CCI-000366',MEDIUM,4,ColdFusion must have the Java Runtime Environment (JRE) updated to the latest version.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279111,SV-279111R1171107_RULE,NONE,'CCI-000366',MEDIUM,4,ColdFusion must have CFIDE blocked in the uriworkermap.properties file.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279112,SV-279112R1171599_RULE,NONE,'CCI-004909',MEDIUM,4,ColdFusion must include only approved trust anchors in trust stores or certificate stores managed by the organization.
ADOBE COLDFUSION,ADOBE_COLDFUSION_STIG,U_ADOBE_COLDFUSION_STIG_V1R1_MANUAL-XCCDF.XML,C:\STIG Library\U_Adobe_ColdFusion_V1R1_STIG.zip\U_Adobe_ColdFusion_V1R1_Manual_STIG\U_Adobe_ColdFusion_STIG_V1R1_Manual-xccdf.xml,1,1,25-Nov-25,V-279129,SV-279129R1171553_RULE,NONE,'CCI-001199',MEDIUM,4,ColdFusion must not install the Performance Monitoring Toolset (PMT) Agent Package.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205439,SV-205439R960735_RULE,"'SV-82291', 'V-67801'",'CCI-000054',MEDIUM,4,The Mainframe Product must limit the number of concurrent sessions to three for all accounts and/or account types.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205440,SV-205440R960738_RULE,"'SV-82599', 'V-68109'",'CCI-000060',MEDIUM,4,"The Mainframe Product must conceal, via the session lock, information previously visible on the display with a publicly viewable image."
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205441,SV-205441R960741_RULE,"'SV-82601', 'V-68111'",'CCI-000057',MEDIUM,4,The Mainframe Product must initiate a session lock after a 15-minute period of inactivity.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205442,SV-205442R982280_RULE,"'SV-82603', 'V-68113'",'CCI-000057',MEDIUM,4,The Mainframe Product must provide the capability for users to directly initiate a session lock.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205443,SV-205443R960747_RULE,"'SV-82605', 'V-68115'",'CCI-000056',MEDIUM,4,The Mainframe Product must retain the session lock until the user reestablishes access using established identification and authentication procedures.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205444,SV-205444R1043176_RULE,"'SV-82617', 'V-68127'",'CCI-000015',MEDIUM,4,The Mainframe Product must use an external security manager for all account management functions.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205445,SV-205445R960771_RULE,"'SV-82621', 'V-68131'",'CCI-000016',MEDIUM,4,The Mainframe Product must automatically remove or disable temporary user accounts after 72 hours.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205446,SV-205446R960774_RULE,"'SV-82625', 'V-68135'",'CCI-000017',MEDIUM,4,The Mainframe Product must automatically disable accounts after 35 days of account inactivity.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205447,SV-205447R960777_RULE,"'SV-82627', 'V-68137'",'CCI-000018',MEDIUM,4,The Mainframe Product must automatically audit account creation.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205448,SV-205448R960780_RULE,"'SV-82629', 'V-68139'",'CCI-001403',MEDIUM,4,The Mainframe Product must automatically audit account modification.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205449,SV-205449R960783_RULE,"'SV-82631', 'V-68141'",'CCI-001404',MEDIUM,4,The Mainframe Product must automatically audit account disabling actions.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205450,SV-205450R960786_RULE,"'SV-82633', 'V-68143'",'CCI-001405',MEDIUM,4,The Mainframe Product must automatically audit account removal actions.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205451,SV-205451R1137796_RULE,"'SV-82649', 'V-68159'",'CCI-000213',MEDIUM,4,The Mainframe Product must enforce approved authorizations for logical access to sensitive information and system resources in accordance with applicable access control policies.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205452,SV-205452R1137798_RULE,"'SV-82651', 'V-68161'",'CCI-000213',MEDIUM,4,The Mainframe Product must enforce approved authorizations for security administrator access to sensitive information and system resources in accordance with applicable access control policies.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205453,SV-205453R1137800_RULE,"'SV-82655', 'V-68165'",'CCI-000213',MEDIUM,4,The Mainframe Product must enforce approved authorizations for system programmer access to sensitive information and system resources in accordance with applicable access control policies.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205454,SV-205454R1137802_RULE,"'SV-82657', 'V-68167'",'CCI-001368',MEDIUM,4,The Mainframe Product must enforce approved authorizations for controlling the flow of information within the system based on site security plan information flow control policies.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205455,SV-205455R960840_RULE,"'SV-82665', 'V-68175'",'CCI-000044',MEDIUM,4,The Mainframe Product must enforce the limit of three consecutive invalid logon attempts by a user during a 15 minute time period.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205456,SV-205456R960852_RULE,"'SV-82909', 'V-68419'",'CCI-000870',MEDIUM,4,Mainframe Products scanning for malicious code must scan all media used for system maintenance prior to use.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205457,SV-205457R960864_RULE,"'SV-82669', 'V-68179'",'CCI-000166',MEDIUM,4,The Mainframe Product must protect against an individual (or process acting on behalf of an individual) falsely denying having performed actions defined in the site security plan to be covered by non-repudiation.
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205458,SV-205458R960873_RULE,"'SV-82671', 'V-68181'",'CCI-000174',MEDIUM,4,"For Mainframe Products providing audit record aggregation, the Mainframe Product must compile audit records from mainframe components into a system-wide audit trail that is time-correlated with a tolerance for the relationship between time stamps of individual records in the audit trail in accordance with the site security plan."
MAINFRAME PRODUCT,MAINFRAME_PRODUCT_SRG,U_MAINFRAME_PRODUCT_SRG_V3R4_MANUAL-XCCDF.XML,C:\STIG Library\U_Mainframe_Product_V3R4_SRG.zip\U_Mainframe_Product_V3R4_Manual_SRG\U_Mainframe_Product_SRG_V3R4_Manual-xccdf.xml,3,4,28-Oct-25,V-205459,SV-205459R960879_RULE,"'SV-82677', 'V-68187'",'CCI-000169',MEDIUM,4,The Mainframe Product must provide audit record generation capability for DoD-defined auditable events within all application components.
